name,player_id,pitch_type,pitch_result,atbat_result,start_speed,z0,x0,pfx_x,pfx_z,px,pz,break_angle,break_length,spin_rate,spin_dir,zone,balls,strikes,outs,play,game_date,inning,inning_topbot,tfs,tfs_zulu,catcher,umpire,umpire_name,stolen_base_attempt,stolen_base_success,batted_ball_type,,angle,batted_ball_velocity,direction,hc_x,hc_y,pitch_id,distance_feet
"Jake Arrieta                  ",453562,SI,"In play, out(s)",Groundout,"95.2      ",6.204,-2.838,"-10.43              ","7.25                ",0.464,"2.191               ","42.7      ","5.4       ","2613.804  ","235.063   ","9 ",0,2,1,"Hernan Perez grounds out, third baseman Tommy La Stella to first baseman Anthony Rizzo.  ",2015-10-02,5,bot,014947,2015-10-03T01:49:47Z,471083,427019,"Ted Barrett",0,0,GB,,0.0,51.0,,115.8700,183.9700,323,0.0
"Jake Arrieta                  ",453562,SL,"In play, out(s)",Groundout,"89.6      ",6.318,-3.041,"4.29                ","4.14                ",0.695,"1.92                ","-18.9     ","6.2       ","1175.585  ","134.264   ","9 ",2,2,0,"Jean Segura grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.  ",2015-10-02,5,bot,014833,2015-10-03T01:48:33Z,471083,427019,"Ted Barrett",0,0,GB,,0.0,86.0,,144.8400,159.0600,317,0.0
"Jake Arrieta                  ",453562,SI,"In play, out(s)",Groundout,"95.6      ",6.302,-2.701,"-8.19               ","6.99                ",-0.327,"2.178               ","34.9      ","5.1       ","2210.087  ","229.375   ","4 ",2,1,2,"Scooter Gennett grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.  ",2015-10-02,3,bot,010259,2015-10-03T01:02:59Z,471083,427019,"Ted Barrett",0,0,GB,,0.0,76.0,,143.8200,166.1800,171,0.0
"Jake Arrieta                  ",453562,SL,"In play, out(s)",Groundout,"90.3      ",6.384,-3.046,"3.58                ","0.0                 ",0.803,"2.585               ","-13.5     ","7.6       ","701.906   ","90.690    ",12,0,0,1,"Adam Lind grounds out, second baseman Starlin Castro to pitcher Jake Arrieta.  ",2015-10-02,4,bot,012129,2015-10-03T01:21:29Z,471083,427019,"Ted Barrett",0,0,GB,,0.0,77.0,,148.9000,159.0600,230,0.0
"Jake Arrieta                  ",453562,SI,"Swinging Strike",Groundout,"94.9      ",6.241,-2.879,"-6.73               ","7.42                ",-0.067,"3.226               ","30.9      ","4.5       ","2060.576  ","222.070   ","2 ",1,0,2,"Khris Davis grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.  ",2015-10-02,1,bot,002720,2015-10-03T00:27:20Z,471083,427019,"Ted Barrett",0,0,,,0.0,67.0,,143.8200,160.0800,56,0.0
"Jake Arrieta                  ",453562,SI,"Called Strike",Groundout,"95.1      ",6.141,-2.817,"-6.84               ","7.33                ",0.695,"1.771               ","29.0      ","4.7       ","2055.142  ","222.885   ","9 ",1,1,2,"Khris Davis grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.  ",2015-10-02,1,bot,002748,2015-10-03T00:27:48Z,471083,427019,"Ted Barrett",0,0,,,0.0,67.0,,143.8200,160.0800,57,0.0
"Jake Arrieta                  ",453562,SL,Ball,Groundout,"87.3      ",6.202,-3.166,"5.17                ","-2.74               ",0.843,"1.344               ","-14.8     ","9.5       ","1100.080  ","62.450    ",14,0,0,2,"Khris Davis grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.  ",2015-10-02,1,bot,002659,2015-10-03T00:26:59Z,471083,427019,"Ted Barrett",0,0,,,0.0,67.0,,143.8200,160.0800,55,0.0
"Jake Arrieta                  ",453562,SL,Ball,Groundout,"90.7      ",6.457,-2.837,"3.88                ","4.34                ",1.206,"3.506               ","-19.1     ","5.9       ","1156.531  ","138.491   ",12,0,0,2,"Nevin Ashley grounds out to first baseman Anthony Rizzo.  ",2015-10-02,5,bot,015028,2015-10-03T01:50:28Z,471083,427019,"Ted Barrett",0,0,,,0.0,87.0,,151.9500,171.7700,327,0.0
"Jake Arrieta                  ",453562,SI,"Called Strike",Groundout,"95.9      ",6.239,-2.699,"-8.34               ","6.96                ",0.029,"1.943               ","35.5      ","5.0       ","2242.955  ","229.983   ","8 ",1,1,2,"Hernan Perez grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.  ",2015-10-02,2,bot,003841,2015-10-03T00:38:41Z,471083,427019,"Ted Barrett",0,0,,,0.0,91.0,,145.8500,170.7500,96,0.0
"Jake Arrieta                  ",453562,CU,Ball,Groundout,"82.4      ",6.474,-2.554,"5.95                ","-8.52               ",2.271,"0.514               ","-12.6     ","13.0      ","1803.633  ","35.092    ",14,1,2,2,"Hernan Perez grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.  ",2015-10-02,2,bot,003901,2015-10-03T00:39:01Z,471083,427019,"Ted Barrett",0,0,,,0.0,91.0,,145.8500,170.7500,97,0.0
"Jake Arrieta                  ",453562,CU,Ball,Groundout,"81.6      ",6.541,-2.701,"7.65                ","-8.95               ",1.457,"1.473               ","-15.0     ","13.5      ","2012.369  ","40.684    ",14,0,0,2,"Hernan Perez grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.  ",2015-10-02,2,bot,003809,2015-10-03T00:38:09Z,471083,427019,"Ted Barrett",0,0,,,0.0,91.0,,145.8500,170.7500,94,0.0
"Jake Arrieta                  ",453562,SL,"Swinging Strike","Field Error","90.3      ",6.243,-3.217,"3.67                ","3.34                ",-0.046,"2.453               ","-16.0     ","6.4       ","978.886   ","132.655   ","5 ",0,0,2,"Logan Schafer reaches on a fielding error by third baseman Javier Baez.  ",2015-10-02,6,bot,020813,2015-10-03T02:08:13Z,471083,427019,"Ted Barrett",0,0,,,0.0,72.0,,111.2900,176.3400,395,0.0
"Jake Arrieta                  ",453562,CU,Ball,Single,"79.8      ",6.432,-2.89,"3.87                ","-9.46               ",1.019,"0.123               ","-8.0      ","13.8      ","1717.423  ","22.337    ",14,0,0,2,"Khris Davis singles on a line drive to center fielder Dexter Fowler.  ",2015-10-02,4,bot,012211,2015-10-03T01:22:11Z,471083,427019,"Ted Barrett",0,0,,,0.0,79.0,,137.2100,107.7400,234,262.0
"Jake Arrieta                  ",453562,FF,Ball,Groundout,"94.1      ",6.078,-2.624,"-8.55               ","10.63               ",0.47,"0.43                ","43.4      ","4.3       ","2754.296  ","218.707   ",14,1,1,0,"Jean Segura grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.  ",2015-10-02,5,bot,014742,2015-10-03T01:47:42Z,471083,427019,"Ted Barrett",0,0,,,0.0,86.0,,144.8400,159.0600,315,0.0
"Jake Arrieta                  ",453562,FF,Ball,Groundout,"94.1      ",6.522,-2.793,"-7.63               ","9.05                ",-1.488,"3.8                 ","39.5      ","4.4       ","2384.828  ","220.022   ",11,0,0,0,"Jean Segura grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.  ",2015-10-02,5,bot,014659,2015-10-03T01:46:59Z,471083,427019,"Ted Barrett",0,0,,,0.0,86.0,,144.8400,159.0600,313,0.0
"Jake Arrieta                  ",453562,SI,"Called Strike",Groundout,"94.7      ",6.335,-2.976,"-7.55               ","6.15                ",-1.288,"3.04                ","31.9      ","5.2       ","1994.256  ","230.670   ",11,2,0,2,"Scooter Gennett grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.  ",2015-10-02,3,bot,010240,2015-10-03T01:02:40Z,471083,427019,"Ted Barrett",0,0,,,0.0,76.0,,143.8200,166.1800,170,0.0
"Jake Arrieta                  ",453562,FF,Ball,Groundout,"94.8      ",6.147,-2.9,"-7.13               ","10.08               ",0.959,"1.547               ","36.7      ","3.9       ","2514.805  ","215.181   ",14,0,0,2,"Scooter Gennett grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.  ",2015-10-02,3,bot,010205,2015-10-03T01:02:05Z,471083,427019,"Ted Barrett",0,0,,,0.0,76.0,,143.8200,166.1800,168,0.0
"Jake Arrieta                  ",453562,CU,"Swinging Strike (Blocked)",Strikeout,"80.9      ",6.494,-2.92,"4.28                ","-10.41              ",0.602,"0.535               ","-8.6      ","14.0      ","1906.560  ","22.462    ",14,1,2,0,"Nevin Ashley strikes out swinging.  ",2015-10-02,3,bot,010042,2015-10-03T01:00:42Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,160,
"Jake Arrieta                  ",453562,SL,Foul,Strikeout,"91.5      ",6.176,-3.156,"1.05                ","4.98                ",-0.041,"2.624               ","-7.9      ","5.3       ","1024.478  ","168.158   ","2 ",3,1,0,"Logan Schafer strikes out swinging.  Scooter Gennett steals (1) 2nd base.  ",2015-10-02,1,bot,002332,2015-10-03T00:23:32Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,42,
"Jake Arrieta                  ",453562,SI,"Called Strike",Strikeout,"95.2      ",6.196,-2.777,"-7.35               ","7.93                ",0.635,"2.238               ","32.4      ","4.5       ","2206.714  ","222.696   ","6 ",1,2,0,"Logan Schafer called out on strikes.  ",2015-10-02,4,bot,012048,2015-10-03T01:20:48Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,226,
"Jake Arrieta                  ",453562,SI,"Called Strike",Groundout,"96.4      ",6.229,-2.638,"-8.2                ","8.37                ",0.502,"1.861               ","38.5      ","4.5       ","2425.560  ","224.289   ","9 ",1,0,2,"Hernan Perez grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.  ",2015-10-02,2,bot,003822,2015-10-03T00:38:22Z,471083,427019,"Ted Barrett",0,0,,,0.0,91.0,,145.8500,170.7500,95,0.0
"Jake Arrieta                  ",453562,SL,Ball,Groundout,"89.1      ",6.189,-2.922,"4.1                 ","-0.57               ",1.532,"1.524               ","-14.4     ","8.2       ","798.728   ","82.659    ",14,2,2,2,"Hernan Perez grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.  ",2015-10-02,2,bot,003927,2015-10-03T00:39:27Z,471083,427019,"Ted Barrett",0,0,,,0.0,91.0,,145.8500,170.7500,98,0.0
"Jake Arrieta                  ",453562,SL,Ball,"Pop Out","89.4      ",6.369,-3.138,"3.03                ","1.46                ",0.247,"3.56                ","-12.6     ","7.1       ","655.644   ","116.340   ",12,0,0,2,"Adam Lind pops out to third baseman Javier Baez in foul territory.  ",2015-10-02,6,bot,020932,2015-10-03T02:09:32Z,471083,427019,"Ted Barrett",0,0,,,,,,77.2500,170.2400,401,
"Jake Arrieta                  ",453562,SL,"Swinging Strike",Groundout,"91.2      ",6.192,-2.902,"2.2                 ","4.79                ",1.454,"1.105               ","-13.1     ","5.8       ","1045.510  ","155.541   ",14,0,0,1,"Hernan Perez grounds out, third baseman Tommy La Stella to first baseman Anthony Rizzo.  ",2015-10-02,5,bot,014908,2015-10-03T01:49:08Z,471083,427019,"Ted Barrett",0,0,,,0.0,51.0,,115.8700,183.9700,321,0.0
"Jake Arrieta                  ",453562,SI,Foul,Groundout,"93.8      ",6.312,-2.908,"-8.64               ","8.05                ",-0.12,"2.87                ","38.4      ","4.9       ","2392.096  ","226.875   ","2 ",2,1,0,"Jean Segura grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.  ",2015-10-02,5,bot,014802,2015-10-03T01:48:02Z,471083,427019,"Ted Barrett",0,0,,,0.0,86.0,,144.8400,159.0600,316,0.0
"Jake Arrieta                  ",453562,CH,Ball,Groundout,"89.4      ",6.001,-3.11,"-11.34              ","4.48                ",0.866,"-0.165              ","31.7      ","7.5       ","2319.598  ","248.267   ",14,1,0,2,"Scooter Gennett grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.  ",2015-10-02,3,bot,010215,2015-10-03T01:02:15Z,471083,427019,"Ted Barrett",0,0,,,0.0,76.0,,143.8200,166.1800,169,0.0
"Jake Arrieta                  ",453562,SI,Foul,Strikeout,"94.8      ",6.243,-2.731,"-9.21               ","8.2                 ",-0.041,"2.228               ","41.1      ","5.0       ","2515.276  ","228.167   ","5 ",1,1,0,"Logan Schafer called out on strikes.  ",2015-10-02,4,bot,012019,2015-10-03T01:20:19Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,225,
"Jake Arrieta                  ",453562,CH,Ball,Strikeout,"88.0      ",6.158,-3.308,"-11.22              ","3.81                ",-1.315,"1.945               ","32.7      ","7.7       ","2248.407  ","251.027   ",13,0,1,0,"Logan Schafer called out on strikes.  ",2015-10-02,4,bot,011957,2015-10-03T01:19:57Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,224,
"Jake Arrieta                  ",453562,SI,"Called Strike",Strikeout,"94.4      ",6.327,-2.73,"-8.52               ","8.05                ",0.652,"2.047               ","36.6      ","4.9       ","2376.127  ","226.495   ","9 ",0,0,0,"Nevin Ashley strikes out swinging.  ",2015-10-02,3,bot,005946,2015-10-03T00:59:46Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,157,
"Jake Arrieta                  ",453562,CU,Ball,Single,"83.8      ",6.38,-2.871,"3.5                 ","-9.79               ",0.4,"-0.205              ","-7.6      ","13.1      ","1835.798  ","19.782    ",14,1,2,0,"Scooter Gennett singles on a ground ball to center fielder Dexter Fowler.  ",2015-10-02,1,bot,001939,2015-10-03T00:19:39Z,471083,427019,"Ted Barrett",0,0,,,0.0,88.0,,134.1600,100.1100,31,212.0
"Jake Arrieta                  ",453562,FF,Foul,Single,"95.5      ",6.339,-2.872,"-7.22               ","9.37                ",-0.476,"2.117               ","39.3      ","4.0       ","2453.416  ","217.497   ","4 ",0,0,0,"Scooter Gennett singles on a ground ball to center fielder Dexter Fowler.  ",2015-10-02,1,bot,001826,2015-10-03T00:18:26Z,471083,427019,"Ted Barrett",0,0,,,0.0,88.0,,134.1600,100.1100,28,212.0
"Jake Arrieta                  ",453562,SI,"Called Strike",Strikeout,"94.9      ",6.19,-2.877,"-8.78               ","8.89                ",-0.089,"2.608               ","41.2      ","4.6       ","2533.559  ","224.527   ","5 ",0,0,1,"Adam Lind strikes out swinging.  ",2015-10-02,1,bot,002525,2015-10-03T00:25:25Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,49,
"Jake Arrieta                  ",453562,SI,"Called Strike",Strikeout,"95.8      ",6.269,-2.803,"-8.63               ","8.74                ",0.453,"2.869               ","39.9      ","4.5       ","2497.382  ","224.490   ","3 ",2,0,0,"Logan Schafer strikes out swinging.  Scooter Gennett steals (1) 2nd base.  ",2015-10-02,1,bot,002210,2015-10-03T00:22:10Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,39,
"Jake Arrieta                  ",453562,SI,Ball,Strikeout,"95.0      ",6.291,-2.863,"-7.45               ","7.98                ",0.042,"3.979               ","34.6      ","4.4       ","2218.447  ","222.895   ",12,1,0,0,"Logan Schafer strikes out swinging.  Scooter Gennett steals (1) 2nd base.  ",2015-10-02,1,bot,002142,2015-10-03T00:21:42Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,38,
"Jake Arrieta                  ",453562,SI,"In play, no out","Field Error","95.2      ",6.316,-3.031,"-7.11               ","7.83                ",-0.898,"2.812               ","34.4      ","4.5       ","2184.046  ","222.097   ",11,0,1,2,"Logan Schafer reaches on a fielding error by third baseman Javier Baez.  ",2015-10-02,6,bot,020919,2015-10-03T02:09:19Z,471083,427019,"Ted Barrett",0,0,GB,,0.0,72.0,,111.2900,176.3400,396,0.0
"Jake Arrieta                  ",453562,SL,"Called Strike",Strikeout,"88.3      ",6.225,-3.124,"5.64                ","1.38                ",0.832,"2.806               ","-19.9     ","7.6       ","1121.988  ","104.156   ",12,3,1,2,"Domingo Santana strikes out swinging.  ",2015-10-02,4,bot,012455,2015-10-03T01:24:55Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,243,
"Jake Arrieta                  ",453562,SI,Ball,Strikeout,"95.3      ",6.362,-2.794,"-9.3                ","6.29                ",-0.226,"3.74                ","37.9      ","5.4       ","2302.057  ","235.781   ","2 ",2,1,2,"Domingo Santana strikes out swinging.  ",2015-10-02,4,bot,012429,2015-10-03T01:24:29Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,242,
"Jake Arrieta                  ",453562,SI,Foul,Strikeout,"96.1      ",6.306,-2.893,"-7.37               ","7.83                ",-0.706,"3.152               ","35.1      ","4.5       ","2210.754  ","223.161   ","1 ",2,0,2,"Domingo Santana strikes out swinging.  ",2015-10-02,4,bot,012357,2015-10-03T01:23:57Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,241,
"Jake Arrieta                  ",453562,SI,Ball,Strikeout,"95.6      ",6.235,-2.617,"-10.2               ","6.72                ",1.436,"2.319               ","38.6      ","5.5       ","2489.175  ","236.469   ",14,1,0,2,"Domingo Santana strikes out swinging.  ",2015-10-02,4,bot,012334,2015-10-03T01:23:34Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,240,
"Jake Arrieta                  ",453562,SI,"Called Strike",Strikeout,"94.0      ",6.148,-2.911,"-9.21               ","6.29                ",-0.729,"1.304               ","35.2      ","5.8       ","2250.501  ","235.497   ",13,0,0,0,"Logan Schafer called out on strikes.  ",2015-10-02,4,bot,011937,2015-10-03T01:19:37Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,223,
"Jake Arrieta                  ",453562,FF,"Swinging Strike",Strikeout,"94.4      ",6.217,-2.711,"-7.48               ","10.65               ",0.701,"2.238               ","42.3      ","3.8       ","2658.610  ","215.006   ","6 ",0,1,0,"Luis Sardinas strikes out swinging.  ",2015-10-02,6,bot,020540,2015-10-03T02:05:40Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,383,
"Jake Arrieta                  ",453562,SI,"Called Strike",Strikeout,"95.1      ",6.398,-2.509,"-8.91               ","7.61                ",0.408,"2.552               ","38.7      ","5.0       ","2401.224  ","229.335   ","6 ",0,1,1,"Jean Segura strikes out swinging.  ",2015-10-02,2,bot,003715,2015-10-03T00:37:15Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,89,
"Jake Arrieta                  ",453562,CU,"Swinging Strike",Strikeout,"82.8      ",6.312,-3.007,"4.92                ","-10.03              ",0.661,"0.959               ","-10.1     ","13.3      ","1962.633  ","26.250    ",14,0,2,1,"Adam Lind strikes out swinging.  ",2015-10-02,1,bot,002622,2015-10-03T00:26:22Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,51,
"Jake Arrieta                  ",453562,CU,"Swinging Strike (Blocked)",Strikeout,"83.2      ",6.272,-2.992,"7.68                ","-8.14               ",1.023,"0.574               ","-15.6     ","12.9      ","1949.812  ","43.486    ",14,0,1,1,"Adam Lind strikes out swinging.  ",2015-10-02,1,bot,002549,2015-10-03T00:25:49Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,50,
"Jake Arrieta                  ",453562,SI,Ball,"Pop Out","94.3      ",5.997,-2.876,"-8.93               ","8.02                ",0.425,"0.441               ","37.5      ","5.1       ","2438.221  ","227.941   ",14,1,0,2,"Adam Lind pops out to third baseman Javier Baez in foul territory.  ",2015-10-02,6,bot,020953,2015-10-03T02:09:53Z,471083,427019,"Ted Barrett",0,0,,,,,,77.2500,170.2400,402,
"Jake Arrieta                  ",453562,CU,Ball,Strikeout,"81.8      ",6.448,-2.891,"5.59                ","-8.16               ",1.019,"0.192               ","-11.6     ","13.0      ","1699.993  ","34.578    ",14,0,2,0,"Luis Sardinas strikes out swinging.  ",2015-10-02,6,bot,020549,2015-10-03T02:05:49Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,384,
"Jake Arrieta                  ",453562,SI,"In play, out(s)",Lineout,"94.7      ",6.362,-2.656,"-7.67               ","8.42                ",-0.05,"2.587               ","37.0      ","4.5       ","2336.240  ","222.204   ","5 ",0,0,0,"Domingo Santana lines out to right fielder Kyle Schwarber.  ",2015-10-02,2,bot,003630,2015-10-03T00:36:30Z,471083,427019,"Ted Barrett",0,0,LD,,,,,188.0300,107.2300,84,
"Jake Arrieta                  ",453562,SI,Ball,Strikeout,"95.8      ",6.064,-2.849,"-10.46              ","6.08                ",-0.201,"1.509               ","39.0      ","5.9       ","2469.146  ","239.696   ","8 ",2,1,0,"Logan Schafer strikes out swinging.  Scooter Gennett steals (1) 2nd base.  ",2015-10-02,1,bot,002303,2015-10-03T00:23:03Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,41,
"Jake Arrieta                  ",453562,CU,Foul,Strikeout,"81.5      ",6.456,-3.135,"6.82                ","-8.99               ",0.106,"1.317               ","-13.1     ","13.2      ","1952.463  ","37.338    ",14,1,2,0,"Luis Sardinas strikes out swinging.  ",2015-10-02,6,bot,020610,2015-10-03T02:06:10Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,385,
"Jake Arrieta                  ",453562,SL,"In play, out(s)","Bunt Groundout","90.9      ",6.281,-3.221,"2.44                ","2.76                ",0.538,"1.956               ","-11.9     ","6.4       ","734.903   ","138.987   ","9 ",0,0,1,"Scooter Gennett bunt grounds out, catcher Miguel Montero to first baseman Anthony Rizzo.  ",2015-10-02,6,bot,020737,2015-10-03T02:07:37Z,471083,427019,"Ted Barrett",0,0,GB,,,,,126.5400,195.1500,391,
"Jake Arrieta                  ",453562,CH,Ball,Single,"89.2      ",5.882,-3.01,"-8.38               ","7.3                 ",1.447,"-0.563              ","26.3      ","6.1       ","2098.046  ","228.767   ",14,0,1,0,"Scooter Gennett singles on a ground ball to center fielder Dexter Fowler.  ",2015-10-02,1,bot,001848,2015-10-03T00:18:48Z,471083,427019,"Ted Barrett",0,0,,,0.0,88.0,,134.1600,100.1100,29,212.0
"Jake Arrieta                  ",453562,SI,"In play, out(s)",Groundout,"95.1      ",6.306,-2.742,"-9.67               ","6.84                ",0.159,"2.784               ","39.2      ","5.4       ","2420.645  ","234.587   ","2 ",1,0,2,"Nevin Ashley grounds out to first baseman Anthony Rizzo.  ",2015-10-02,5,bot,015047,2015-10-03T01:50:47Z,471083,427019,"Ted Barrett",0,0,GB,,0.0,87.0,,151.9500,171.7700,328,0.0
"Jake Arrieta                  ",453562,SI,"Called Strike",Strikeout,"94.1      ",6.454,-2.689,"-9.93               ","7.84                ",0.667,"3.011               ","40.7      ","5.3       ","2543.462  ","231.561   ","3 ",1,1,0,"Nevin Ashley strikes out swinging.  ",2015-10-02,3,bot,010021,2015-10-03T01:00:21Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,159,
"Jake Arrieta                  ",453562,SL,Ball,Strikeout,"88.4      ",6.15,-3.042,"2.03                ","-0.87               ",1.544,"0.202               ","-8.5      ","8.5       ","417.622   ","67.774    ",14,0,1,0,"Nevin Ashley strikes out swinging.  ",2015-10-02,3,bot,010006,2015-10-03T01:00:06Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,158,
"Jake Arrieta                  ",453562,SI,Ball,Strikeout,"95.9      ",6.178,-2.803,"-9.81               ","7.61                ",1.185,"2.041               ","38.0      ","5.2       ","2501.288  ","232.028   ",14,0,0,2,"Domingo Santana strikes out swinging.  ",2015-10-02,4,bot,012312,2015-10-03T01:23:12Z,471083,427019,"Ted Barrett",0,0,,,,,,0.0000,0.0000,239,
